Actual,Prediction,Bullish Probability
0,1,0.5175565
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.51784706
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5175565
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.51784706
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.51784706
0,1,0.51784706
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
0,1,0.508917
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.51784706
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5064026
1,1,0.5231338
1,1,0.5257788
1,1,0.508917
1,1,0.5231338
1,1,0.5257788
1,1,0.5163939
0,1,0.5231338
1,1,0.5231338
1,1,0.51784706
1,1,0.51784706
1,1,0.51784706
1,1,0.5231338
1,1,0.5163939
1,1,0.51667136
1,1,0.5231338
1,1,0.5257788
1,1,0.5163939
1,1,0.5231338
1,1,0.5064026
1,1,0.5064026
1,1,0.5113518
1,1,0.5163939
1,1,0.5064026
1,1,0.51784706
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5163939
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.51784706
1,1,0.5231338
1,1,0.51784706
1,1,0.51784706
1,1,0.508917
1,1,0.51667136
1,1,0.508917
1,1,0.51784706
1,1,0.5231338
1,1,0.508917
1,1,0.51784706
1,1,0.5163939
1,1,0.5163939
1,1,0.5231338
1,1,0.51784706
1,1,0.5163939
1,1,0.5231338
0,1,0.5163939
1,1,0.5231338
1,1,0.5163939
1,1,0.5163939
1,1,0.5175565
1,1,0.5163939
0,1,0.5110891
0,1,0.51081145
0,1,0.5231338
1,1,0.51784706
1,1,0.508917
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.51081145
0,1,0.5231338
1,1,0.51784706
1,1,0.508917
1,1,0.5231338
0,1,0.51784706
0,1,0.5163939
0,1,0.51784706
1,1,0.5231338
1,1,0.5231338
0,1,0.5231338
1,1,0.5163939
0,1,0.5231338
0,1,0.5163939
0,1,0.51784706
0,1,0.51784706
1,1,0.51784706
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5175565
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.508917
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5175565
0,1,0.5163939
1,1,0.5163939
1,1,0.5163939
1,1,0.51784706
1,1,0.5231338
1,1,0.5231338
1,0,0.49762288
1,1,0.51784706
1,1,0.5163939
1,1,0.51784706
1,1,0.5231338
1,1,0.5231338
0,1,0.5175565
1,0,0.49762288
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5163939
0,1,0.5163939
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5163939
1,1,0.5132422
1,1,0.5163939
1,1,0.5231338
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.51784706
0,1,0.5163939
1,1,0.5257788
0,1,0.5163939
1,1,0.5163939
1,1,0.5163939
0,1,0.5163939
1,1,0.51784706
0,1,0.5163939
0,1,0.5231338
1,1,0.5163939
0,1,0.51784706
0,1,0.51784706
1,1,0.5231338
1,1,0.5257788
1,1,0.5163939
0,1,0.5231338
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5163939
0,1,0.5231338
0,1,0.5301016
0,1,0.51784706
0,1,0.5257788
1,1,0.51784706
0,1,0.5231338
1,1,0.5231338
0,1,0.5257788
0,1,0.5175565
1,1,0.51784706
1,1,0.5231338
0,1,0.5163939
1,1,0.5231338
0,1,0.5257788
0,1,0.5163939
0,1,0.5163939
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5175565
1,1,0.5163939
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5175565
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.51784706
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.51081145
0,1,0.5257788
1,1,0.5175565
0,1,0.5257788
1,1,0.5175565
0,1,0.5175565
0,1,0.5257788
0,1,0.5163939
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.519582
1,1,0.5231338
1,1,0.51667136
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5163939
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.508917
1,1,0.5257788
0,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.51081145
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.51784706
0,1,0.5163939
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.51784706
1,1,0.5257788
0,1,0.51784706
0,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.5163939
0,1,0.5231338
0,1,0.508917
0,1,0.51784706
1,1,0.51667136
1,1,0.5231338
0,1,0.508917
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
0,1,0.5163939
0,1,0.51784706
1,1,0.5257788
0,1,0.5231338
1,1,0.5301016
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5163939
0,1,0.55158925
1,1,0.5257788
0,1,0.5489648
1,1,0.5231338
1,1,0.55158925
1,1,0.5257788
0,1,0.5231338
0,1,0.5175565
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.5163939
1,1,0.5231338
0,1,0.5163939
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5163939
0,1,0.5231338
1,1,0.51667136
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.51784706
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5163939
0,1,0.5163939
1,0,0.49652693
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.51784706
1,1,0.5257788
1,1,0.5257788
0,1,0.5163939
1,1,0.5163939
0,1,0.5257788
0,1,0.5231338
1,1,0.51784706
1,1,0.5163939
1,1,0.5257788
1,1,0.508917
1,1,0.51667136
0,1,0.5163939
1,1,0.508917
1,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5163939
1,1,0.51667136
1,1,0.5257788
0,1,0.5231338
0,1,0.5231338
1,1,0.51784706
0,1,0.5257788
0,1,0.5163939
1,1,0.51784706
0,1,0.5231338
1,1,0.55158925
0,1,0.5257788
0,1,0.51784706
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.5163939
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
1,1,0.5231338
0,1,0.5231338
1,1,0.5231338
1,1,0.5175565
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.52294344
0,1,0.5257788
0,1,0.5175565
0,1,0.5257788
0,1,0.5231338
0,1,0.5175565
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5163939
0,1,0.5257788
0,1,0.5257788
0,1,0.5122655
0,1,0.5175565
1,1,0.5175565
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.50508845
1,1,0.5120658
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5064026
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.55158925
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.508917
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5163939
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
0,1,0.5064026
0,1,0.5231338
0,1,0.5489648
0,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5231338
1,1,0.5257788
0,1,0.5434259
0,1,0.508917
0,1,0.5231338
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5163939
0,1,0.55158925
0,1,0.5163939
0,1,0.5231338
0,1,0.51784706
0,1,0.5064026
0,1,0.5231338
0,1,0.5231338
0,1,0.51667136
0,1,0.5231338
0,1,0.5257788
0,1,0.5175565
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.55158925
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.51784706
0,1,0.5231338
1,1,0.51784706
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.51784706
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.51784706
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5231338
0,1,0.51784706
0,1,0.5231338
0,1,0.51667136
0,1,0.5257788
0,1,0.5257788
0,1,0.5064026
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5064026
0,1,0.51784706
0,1,0.5064026
1,1,0.5070155
1,1,0.5064026
0,1,0.5163939
0,1,0.51784706
0,1,0.5367723
0,1,0.5257788
0,1,0.5163939
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.508917
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5163939
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5175565
0,1,0.5257788
0,1,0.5312115
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.51784706
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5064026
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.51784706
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.51386523
0,1,0.5257788
0,1,0.5064026
0,1,0.5257788
1,1,0.5231338
0,1,0.5064026
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
1,1,0.5064026
0,1,0.5257788
0,1,0.5231338
0,1,0.51784706
0,1,0.5231338
0,1,0.5064026
1,1,0.5064026
0,1,0.51784706
0,1,0.5257788
0,1,0.5257788
0,1,0.5064026
0,1,0.5064026
0,1,0.5257788
0,1,0.5231338
1,1,0.5231338
0,1,0.5064026
0,1,0.5257788
0,1,0.508917
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
0,1,0.51784706
0,1,0.508917
0,1,0.5064026
0,1,0.5231338
0,1,0.5163939
0,1,0.51784706
0,1,0.5064026
1,1,0.5257788
0,1,0.51784706
0,1,0.5231338
0,1,0.51784706
0,1,0.5064026
0,1,0.5231338
0,1,0.51784706
0,1,0.51784706
1,0,0.49652693
0,1,0.51784706
0,1,0.508917
0,0,0.48653337
0,1,0.508917
0,1,0.5231338
0,1,0.508917
0,1,0.51386523
1,1,0.5231338
0,1,0.508917
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5043085
1,1,0.5257788
1,1,0.5064026
1,1,0.5231338
1,1,0.5257788
1,1,0.51784706
1,1,0.5257788
1,1,0.5231338
1,0,0.49620703
1,1,0.5175565
1,1,0.5231338
1,1,0.51784706
1,1,0.5064026
1,1,0.5257788
0,1,0.51784706
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.51784706
1,1,0.51763433
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5064026
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5113518
1,1,0.51784706
1,1,0.5064026
1,1,0.5231338
1,1,0.5163939
1,1,0.5231338
1,1,0.5231338
1,1,0.51784706
1,1,0.5064026
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5163939
1,1,0.51784706
1,1,0.5163939
0,1,0.5113518
1,1,0.5163939
1,1,0.5231338
0,1,0.5064026
1,1,0.5163939
1,1,0.5163939
1,1,0.508917
0,1,0.5231338
1,1,0.5163939
1,1,0.508917
0,1,0.5231338
1,1,0.5163939
0,1,0.508917
0,1,0.51784706
1,1,0.5231338
1,1,0.508917
1,1,0.5231338
0,1,0.51081145
1,1,0.5163939
1,1,0.5163939
1,1,0.508917
0,1,0.5064026
1,1,0.5163939
1,1,0.51784706
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5163939
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.5257788
1,1,0.51784706
1,1,0.5231338
1,1,0.5163939
0,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5163939
0,1,0.5175565
1,1,0.508917
1,1,0.5257788
1,1,0.508917
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5175565
1,1,0.5231338
1,1,0.5257788
1,1,0.5175565
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5175565
1,1,0.5257788
1,1,0.5175565
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5231338
1,1,0.5231338
0,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.51784706
0,1,0.5231338
1,1,0.5231338
1,1,0.5163939
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.508917
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.51178825
0,1,0.5163939
0,1,0.51784706
0,1,0.5257788
1,1,0.5163939
0,1,0.5257788
0,1,0.51784706
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5175565
1,1,0.5257788
0,1,0.5231338
1,1,0.5175565
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.51784706
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5163939
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5434259
1,1,0.5231338
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5163939
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.51784706
1,1,0.5231338
1,1,0.51784706
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.51784706
1,1,0.5113518
0,1,0.5257788
0,1,0.51784706
1,1,0.5163939
1,1,0.5257788
1,1,0.51784706
0,1,0.5257788
0,1,0.5163939
0,1,0.5231338
0,1,0.5231338
1,1,0.51081145
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.51784706
0,1,0.5231338
1,1,0.5257788
0,1,0.51784706
1,1,0.5257788
1,1,0.5231338
0,1,0.5367723
1,1,0.5231338
1,1,0.5231338
0,1,0.5163939
0,1,0.5231338
0,1,0.5163939
1,1,0.5257788
0,1,0.5231338
0,1,0.5163939
0,1,0.5163939
0,1,0.5231338
0,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5163939
1,1,0.5163939
0,1,0.5231338
1,1,0.51784706
1,1,0.5163939
1,1,0.5257788
0,1,0.5257788
1,1,0.5163939
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,0,0.49652693
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5122655
1,0,0.49628618
0,1,0.5257788
0,1,0.508917
1,1,0.5175565
1,1,0.5257788
1,1,0.5113518
1,1,0.5257788
1,1,0.51784706
1,1,0.51784706
1,1,0.5163939
0,1,0.51081145
1,1,0.51784706
1,1,0.5257788
1,1,0.5257788
1,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.5163939
0,1,0.5231338
0,1,0.5163939
0,1,0.5231338
0,1,0.51784706
0,1,0.5231338
0,1,0.51784706
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5163939
1,1,0.508917
0,1,0.5231338
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.51784706
0,1,0.5163939
0,1,0.5231338
0,1,0.5163939
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5489648
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.508917
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.51784706
0,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.53940815
0,1,0.5257788
0,1,0.53940815
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.55158925
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.531157
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.51784706
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5064026
